Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,46.869999,62.689999,46.509998,56.090000,56.090000,50544500
2020-02-01,56.560001,66.500000,48.040001,51.990002,51.990002,50553600
2020-03-01,52.810001,66.500000,35.000000,60.860001,60.860001,75809600
2020-04-01,59.250000,73.599998,59.200001,67.080002,67.080002,68258600
2020-05-01,66.230003,98.379997,65.510002,98.089996,98.089996,66992600
2020-06-01,96.800003,115.169998,96.500000,109.500000,109.500000,95934100
2020-07-01,109.300003,131.350006,107.024002,129.850006,129.850006,58788900
2020-08-01,131.050003,146.929993,116.879997,143.339996,143.339996,46562300
2020-09-01,147.600006,163.800003,124.000000,140.690002,140.690002,60113900
2020-10-01,142.199997,158.735992,133.809998,135.750000,135.750000,38936800
2020-11-01,136.750000,155.750000,120.339996,155.750000,155.750000,39731400
2020-12-01,155.509995,212.585007,143.399994,199.710007,199.710007,68422100
2021-01-01,199.720001,224.000000,183.250000,199.699997,199.699997,41179900
2021-02-01,202.520004,230.880997,190.600006,205.029999,205.029999,36791100
2021-03-01,208.750000,212.000000,160.658997,171.669998,171.669998,50549000
2021-04-01,174.800003,199.500000,172.320007,187.639999,187.639999,33179400
2021-05-01,186.600006,199.770004,157.029999,194.199997,194.199997,47642800
2021-06-01,194.169998,223.940002,183.089996,216.059998,216.059998,39275800
2021-07-01,214.979996,240.289993,211.190994,235.910004,235.910004,28594300
2021-08-01,237.000000,279.290009,229.500000,278.339996,278.339996,26572500
2021-09-01,276.140015,293.440002,256.010010,262.220001,262.220001,46490800
2021-10-01,263.170013,319.989990,248.330002,318.859985,318.859985,30875200
2021-11-01,319.459991,376.109985,315.130005,346.970001,346.970001,38433700
2021-12-01,371.059998,373.739990,265.329987,321.329987,321.329987,66990400
2022-01-01,322.600006,323.549988,220.070999,257.109985,257.109985,56209700
2022-02-01,260.000000,290.470001,206.000000,239.149994,239.149994,58174900
2022-03-01,245.100006,260.865997,186.000000,241.279999,241.279999,64105900
2022-04-01,240.000000,253.740005,202.259995,202.740005,202.740005,36440300
2022-05-01,201.309998,210.660004,125.120003,153.089996,153.089996,69446500
2022-06-01,155.179993,171.960007,133.315002,149.509995,149.509995,48501900
2022-07-01,149.649994,170.244995,140.720001,155.059998,155.059998,38681100
2022-08-01,152.000000,188.059998,149.080002,159.240005,159.240005,42693500
2022-09-01,156.130005,194.210007,142.059998,164.369995,164.369995,64153000
2022-10-01,165.054993,185.990005,134.440002,154.100006,154.100006,45573300
2022-11-01,159.000000,159.550003,114.209999,133.449997,133.449997,49626500
2022-12-01,135.639999,144.869995,105.739998,111.900002,111.900002,60764400
2023-01-01,114.720001,128.925003,99.639999,124.160004,124.160004,55681200
2023-02-01,125.050003,143.630005,123.910004,131.149994,131.149994,39126900
2023-03-01,131.149994,134.740005,102.620003,116.830002,116.830002,73115800
2023-04-01,115.610001,116.139999,87.779999,90.099998,90.099998,49864600
2023-05-01,89.480003,137.649994,84.930000,135.479996,135.479996,81835700
2023-06-01,131.919998,162.669998,128.119995,146.300003,146.300003,56356700
2023-07-01,146.429993,163.134995,136.440002,160.380005,160.380005,55420900
2023-08-01,159.000000,164.289993,131.589996,156.050003,156.050003,37458600
2023-09-01,158.225006,167.500000,146.589996,155.589996,155.589996,40166800
2023-10-01,159.050003,177.690002,149.625000,158.690002,158.690002,36870700
2023-11-01,159.600006,207.781006,152.600006,197.529999,197.529999,55040700
2023-12-01,197.889999,227.289993,193.190002,221.559998,221.559998,35322200
